chroma_energy,mfcc,chroma_stft,zero_crossing_rate,spectral_centroid,spectral_rolloff,genre
0.254,-0.705,0.453,0.036,1888.883,4394.927,metal
0.243,1.087,0.492,0.039,1902.476,4515.513,metal
0.228,0.061,0.462,0.039,2017.881,4722.231,metal
0.268,0.94,0.431,0.12,2672.685,5292.861,metal
0.262,1.888,0.434,0.12,2694.683,5329.468,metal
0.262,1.413,0.465,0.117,2706.268,5299.321,metal
0.268,1.633,0.447,0.115,2712.056,5312.241,metal
0.264,1.448,0.42,0.114,2694.409,5316.548,metal
0.242,1.051,0.372,0.11,2728.222,5335.928,metal
0.253,0.882,0.386,0.105,2722.692,5366.074,metal
0.257,0.999,0.385,0.098,2717.841,5482.354,metal
0.244,1.728,0.356,0.09,2667.847,5454.36,metal
0.244,1.081,0.354,0.081,2665.56,5538.34,metal
0.281,2.346,0.384,0.065,2019.6,3990.103,metal
0.284,2.687,0.408,0.062,2080.282,4112.842,metal
0.286,2.651,0.444,0.059,1977.818,3975.029,metal
0.287,3.146,0.483,0.059,1946.633,3983.643,metal
0.284,2.938,0.481,0.059,1953.156,4000.869,metal
0.284,3.559,0.541,0.053,2026.97,4087.002,metal
0.274,4.193,0.511,0.05,1928.074,3942.729,metal
0.276,4.029,0.549,0.054,1951.736,3957.803,metal
0.274,4.06,0.558,0.055,1937.861,3923.35,metal
0.278,4.441,0.556,0.053,1932.47,3897.51,metal
0.258,2.739,0.336,0.061,1979.157,3972.876,metal
0.252,2.635,0.339,0.063,2056.51,4127.915,metal
0.244,2.698,0.331,0.062,1986.27,3996.562,metal
0.25,2.279,0.312,0.068,1997.863,3975.029,metal
0.261,1.854,0.308,0.069,2044.087,4026.709,metal
0.264,2.073,0.306,0.072,2038.281,4015.942,metal
0.267,1.811,0.299,0.078,2140.644,4074.082,metal
0.267,1.196,0.3,0.084,2135.655,4035.322,metal
0.267,1.132,0.315,0.086,2098.892,3998.716,metal
0.271,1.07,0.328,0.089,2179.631,4033.169,metal
0.276,-0.748,0.604,0.087,2093.862,3772.617,metal
0.279,-0.179,0.542,0.084,2109.034,3819.99,metal
0.277,0.624,0.548,0.078,2139.654,3912.583,metal
0.274,0.816,0.562,0.079,2067.334,3783.384,metal
0.277,0.904,0.622,0.076,2059.902,3826.45,metal
0.274,1.525,0.676,0.073,2123.686,4052.549,metal
0.279,2.16,0.658,0.071,2068.006,3970.723,metal
0.275,2.323,0.629,0.071,2115.441,4112.842,metal
0.28,2.924,0.678,0.074,2146.049,4211.895,metal
0.27,3.105,0.668,0.071,2190.014,4328.174,metal
0.277,-0.259,0.296,0.149,2659.522,4153.755,metal
0.278,-0.801,0.26,0.15,2704.884,4203.281,metal
0.275,-1.092,0.266,0.149,2706.93,4153.755,metal
0.277,-1.554,0.268,0.149,2739.25,4132.222,metal
0.274,-1.708,0.259,0.149,2700.426,4054.702,metal
0.277,-1.808,0.28,0.147,2656.58,3990.103,metal
0.264,-1.694,0.242,0.146,2675.825,3994.409,metal
0.273,-1.869,0.259,0.144,2680.617,3994.409,metal
0.273,-2.107,0.254,0.143,2593.876,3903.97,metal
0.273,-2.202,0.247,0.143,2694.372,4035.322,metal
0.269,-0.786,0.3,0.083,2313.668,4586.572,metal
0.26,-0.508,0.297,0.08,2296.793,4584.419,metal
0.271,-0.798,0.271,0.08,2350.564,4677.012,metal
0.269,-0.768,0.268,0.084,2306.684,4554.272,metal
0.274,-0.787,0.226,0.091,2431.05,4707.158,metal
0.28,-0.394,0.238,0.092,2416.346,4582.266,metal
0.272,-0.772,0.281,0.094,2431.16,4651.172,metal
0.265,-0.748,0.288,0.099,2502.827,4821.284,metal
0.271,-0.705,0.329,0.106,2578.338,5002.163,metal
0.271,-0.583,0.339,0.107,2505.879,4928.95,metal
0.241,-1.259,0.44,0.08,2141.59,4175.288,metal
0.237,-1.611,0.43,0.08,2176.712,4209.741,metal
0.23,-1.277,0.427,0.081,2124.571,4138.682,metal
0.233,-1.06,0.441,0.082,2171.272,4149.448,metal
0.232,-1.167,0.414,0.08,2118.413,4106.382,metal
0.233,-1.144,0.382,0.082,2123.39,4121.455,metal
0.241,-1.545,0.412,0.082,2136.662,4158.062,metal
0.243,-1.312,0.454,0.082,2084.837,4091.309,metal
0.224,-1.453,0.387,0.084,2089.395,4087.002,metal
0.235,-1.312,0.378,0.084,2114.547,4140.835,metal
0.27,5.16,0.407,0.141,3078.043,5867.798,metal
0.263,4.993,0.38,0.14,3072.992,5826.885,metal
0.252,5.243,0.39,0.14,3067.047,5848.418,metal
0.257,5.475,0.37,0.139,3063.213,5803.198,metal
0.261,5.473,0.357,0.14,3079.249,5811.812,metal
0.254,5.165,0.359,0.14,3080.138,5768.745,metal
0.249,5.019,0.347,0.139,3147.181,5895.791,metal
0.249,5.012,0.325,0.14,3140.923,5885.024,metal
0.243,4.623,0.307,0.144,3182.711,5882.871,metal
0.249,4.742,0.29,0.142,3126.517,5831.191,metal
0.264,5.378,0.607,0.12,2657.707,4683.472,metal
0.271,5.113,0.629,0.119,2677.926,4659.785,metal
0.265,4.787,0.611,0.116,2765.621,4750.225,metal
0.244,4.673,0.615,0.114,2711.57,4692.085,metal
0.24,5.034,0.625,0.109,2668.655,4644.712,metal
0.231,4.975,0.541,0.106,2615.879,4627.485,metal
0.226,5.163,0.541,0.106,2618.368,4625.332,metal
0.225,5.388,0.548,0.106,2604.29,4608.105,metal
0.224,5.386,0.537,0.109,2629.237,4612.412,metal
0.247,5.711,0.568,0.107,2649.129,4633.945,metal
0.281,6.569,0.533,0.117,2618.546,5064.609,metal
0.278,6.493,0.556,0.121,2650.334,5107.676,metal
0.287,6.434,0.567,0.119,2757.027,5262.715,metal
0.279,6.209,0.507,0.123,3045.474,6007.764,metal
0.278,5.773,0.59,0.125,3098.558,6048.677,metal
0.276,5.769,0.596,0.123,3107.031,6108.97,metal
0.276,5.686,0.585,0.123,3082.478,6048.677,metal
0.277,5.717,0.532,0.128,3127.631,6085.283,metal
0.274,5.785,0.601,0.131,3160.578,6128.35,metal
0.271,5.819,0.581,0.133,3194.279,6186.489,metal
0.274,6.704,0.44,0.145,2877.4,5185.195,metal
0.266,6.475,0.475,0.14,2861.54,5185.195,metal
0.267,6.989,0.501,0.138,2852.839,5202.422,metal
0.271,6.611,0.503,0.137,2826.617,5135.669,metal
0.268,6.77,0.492,0.139,2823.122,5155.049,metal
0.247,6.946,0.503,0.137,2846.767,5185.195,metal
0.261,6.698,0.529,0.137,2837.589,5180.889,metal
0.258,6.47,0.575,0.142,2895.576,5297.168,metal
0.26,6.397,0.589,0.139,2940.731,5428.521,metal
0.25,6.76,0.644,0.138,2910.741,5439.287,metal
0.264,6.467,0.234,0.111,2744.661,5077.529,metal
0.271,6.491,0.252,0.112,2734.395,5040.923,metal
0.274,6.958,0.257,0.108,2673.649,4946.177,metal
0.276,7.023,0.261,0.109,2643.929,4898.804,metal
0.276,6.851,0.268,0.108,2631.91,4823.438,metal
0.273,6.867,0.27,0.109,2701.458,4892.344,metal
0.274,7.01,0.273,0.108,2633.278,4754.531,metal
0.276,6.932,0.276,0.111,2671.095,4769.604,metal
0.275,7.352,0.279,0.108,2624.939,4715.771,metal
0.28,7.286,0.296,0.109,2614.902,4689.932,metal
0.275,7.389,0.694,0.179,3609.69,6750.659,metal
0.275,7.262,0.694,0.184,3678.655,6866.938,metal
0.276,7.324,0.705,0.188,3673.506,6810.952,metal
0.276,7.45,0.693,0.186,3710.589,6875.552,metal
0.276,7.006,0.668,0.191,3736.795,6894.932,metal
0.276,7.171,0.689,0.196,3751.952,6963.838,metal
0.27,7.195,0.704,0.197,3776.15,7026.284,metal
0.266,7.366,0.708,0.194,3775.656,7065.044,metal
0.274,7.145,0.685,0.2,3785.711,7071.504,metal
0.274,7.332,0.706,0.2,3793.218,7093.037,metal
0.261,7.888,0.523,0.108,2621.474,5172.275,metal
0.261,7.683,0.523,0.109,2595.669,5174.429,metal
0.261,7.942,0.454,0.109,2687.381,5335.928,metal
0.261,8.526,0.439,0.113,2682.461,5376.841,metal
0.251,8.481,0.424,0.113,2711.018,5460.82,metal
0.269,8.198,0.431,0.112,2757.729,5570.64,metal
0.268,8.269,0.452,0.111,2777.639,5611.553,metal
0.274,7.83,0.455,0.116,2767.189,5568.486,metal
0.273,7.763,0.423,0.116,2766.39,5555.566,metal
0.273,7.969,0.448,0.112,2749.712,5555.566,metal
0.27,4.92,0.193,0.056,2532.953,4913.877,metal
0.255,4.242,0.173,0.057,2591.688,4950.483,metal
0.267,3.784,0.166,0.058,2645.416,4993.55,metal
0.264,3.72,0.163,0.06,2676.45,5105.522,metal
0.259,3.065,0.169,0.061,2680.248,5105.522,metal
0.266,4.401,0.176,0.062,2924.373,5846.265,metal
0.273,4.866,0.177,0.064,2961.182,5973.311,metal
0.276,4.491,0.177,0.064,3022.578,6139.116,metal
0.274,5.342,0.181,0.067,3029.754,6186.489,metal
0.273,5.381,0.174,0.07,3064.968,6287.695,metal
0.275,6.34,0.398,0.119,2824.382,5555.566,metal
0.275,6.249,0.394,0.122,2815.363,5475.894,metal
0.241,5.517,0.395,0.123,2849.115,5499.58,metal
0.244,5.387,0.375,0.125,2852.503,5510.347,metal
0.225,5.007,0.4,0.129,2835.227,5441.44,metal
0.227,4.58,0.417,0.127,2874.434,5534.033,metal
0.261,5.091,0.431,0.125,2763.587,5376.841,metal
0.275,5.684,0.487,0.125,2716.09,5245.488,metal
0.276,6.159,0.476,0.126,2728.164,5204.575,metal
0.275,6.386,0.454,0.121,2680.76,5137.822,metal
0.274,7.344,0.634,0.122,2850.474,5094.756,metal
0.274,7.411,0.674,0.124,2832.007,5079.683,metal
0.274,7.447,0.655,0.118,2900.151,5239.028,metal
0.277,7.496,0.678,0.117,2916.982,5292.861,metal
0.28,7.673,0.667,0.118,2953.418,5361.768,metal
0.28,8.001,0.681,0.119,2946.477,5402.681,metal
0.28,8.057,0.712,0.119,2942.377,5432.827,metal
0.275,8.023,0.72,0.119,2959.368,5510.347,metal
0.279,7.835,0.702,0.126,3052.571,5689.072,metal
0.274,7.719,0.665,0.131,3038.93,5648.159,metal
0.233,4.73,0.177,0.092,2736.168,4984.937,metal
0.24,4.96,0.175,0.092,2750.629,5019.39,metal
0.261,5.534,0.196,0.093,2658.551,4924.644,metal
0.271,6.259,0.218,0.094,2632.676,4907.417,metal
0.275,6.767,0.217,0.096,2566.021,4814.824,metal
0.276,6.951,0.192,0.096,2561.434,4834.204,metal
0.27,6.96,0.191,0.096,2581.018,4941.87,metal
0.276,6.784,0.192,0.096,2494.184,4765.298,metal
0.274,7.025,0.183,0.096,2522.279,4788.984,metal
0.274,6.94,0.179,0.097,2512.707,4801.904,metal
0.213,5.06,0.364,0.029,1719.587,3998.716,metal
0.2,5.14,0.336,0.024,1543.0,3766.157,metal
0.186,4.914,0.318,0.023,1603.001,3847.983,metal
0.19,4.828,0.319,0.022,1553.125,3791.997,metal
0.196,4.726,0.329,0.02,1426.321,3505.605,metal
0.195,4.597,0.329,0.019,1425.603,3514.219,metal
0.186,4.691,0.317,0.018,1315.142,3260.127,metal
0.186,4.086,0.333,0.016,1241.513,3100.781,metal
0.193,4.3,0.339,0.015,1329.665,3292.427,metal
0.197,4.08,0.328,0.014,1213.188,3021.108,metal
0.277,7.585,0.314,0.098,2390.725,4655.479,metal
0.276,7.25,0.318,0.101,2393.619,4608.105,metal
0.28,6.81,0.263,0.106,2466.574,4750.225,metal
0.273,6.273,0.252,0.111,2564.682,5019.39,metal
0.28,6.041,0.237,0.113,2511.582,4883.73,metal
0.276,5.616,0.249,0.114,2553.244,4963.403,metal
0.283,5.255,0.262,0.117,2618.968,5170.122,metal
0.279,4.757,0.285,0.12,2609.862,5178.735,metal
0.273,4.51,0.318,0.121,2647.562,5282.095,metal
0.268,4.253,0.34,0.123,2637.761,5282.095,metal
0.261,-0.761,0.464,0.104,2116.772,3800.61,metal
0.265,-0.96,0.47,0.106,2187.343,3867.363,metal
0.275,-1.604,0.495,0.11,2203.319,3899.663,metal
0.278,-1.518,0.527,0.11,2173.275,3882.437,metal
0.273,-1.376,0.532,0.111,2156.757,3884.59,metal
0.267,-0.958,0.545,0.112,2233.551,3936.27,metal
0.272,-1.324,0.579,0.114,2185.154,3906.123,metal
0.273,-1.319,0.555,0.113,2202.053,3934.116,metal
0.269,-1.008,0.539,0.116,2208.562,3934.116,metal
0.272,-1.56,0.529,0.118,2254.317,3968.569,metal
0.266,-4.257,0.454,0.106,2232.731,4153.755,metal
0.271,-3.006,0.432,0.105,2238.789,4196.821,metal
0.271,-2.24,0.482,0.107,2280.996,4360.474,metal
0.269,-1.965,0.5,0.106,2311.875,4382.007,metal
0.272,-0.23,0.519,0.105,2301.695,4360.474,metal
0.277,0.133,0.533,0.1,2257.442,4330.327,metal
0.276,0.367,0.561,0.096,2287.287,4420.767,metal
0.277,0.925,0.581,0.094,2188.143,4282.954,metal
0.278,2.418,0.553,0.09,2206.233,4334.634,metal
0.267,2.333,0.603,0.085,2167.79,4298.027,metal
0.281,2.346,0.384,0.065,2019.6,3990.103,metal
0.284,2.687,0.408,0.062,2080.282,4112.842,metal
0.286,2.651,0.444,0.059,1977.818,3975.029,metal
0.287,3.146,0.483,0.059,1946.633,3983.643,metal
0.284,2.938,0.481,0.059,1953.156,4000.869,metal
0.284,3.559,0.541,0.053,2026.97,4087.002,metal
0.274,4.193,0.511,0.05,1928.074,3942.729,metal
0.276,4.029,0.549,0.054,1951.736,3957.803,metal
0.274,4.06,0.558,0.055,1937.861,3923.35,metal
0.278,4.441,0.556,0.053,1932.47,3897.51,metal
0.258,2.739,0.336,0.061,1979.157,3972.876,metal
0.252,2.635,0.339,0.063,2056.51,4127.915,metal
0.244,2.698,0.331,0.062,1986.27,3996.562,metal
0.25,2.279,0.312,0.068,1997.863,3975.029,metal
0.261,1.854,0.308,0.069,2044.087,4026.709,metal
0.264,2.073,0.306,0.072,2038.281,4015.942,metal
0.267,1.811,0.299,0.078,2140.644,4074.082,metal
0.267,1.196,0.3,0.084,2135.655,4035.322,metal
0.267,1.132,0.315,0.086,2098.892,3998.716,metal
0.271,1.07,0.328,0.089,2179.631,4033.169,metal
0.276,-0.748,0.604,0.087,2093.862,3772.617,metal
0.279,-0.179,0.542,0.084,2109.034,3819.99,metal
0.277,0.624,0.548,0.078,2139.654,3912.583,metal
0.274,0.816,0.562,0.079,2067.334,3783.384,metal
0.277,0.904,0.622,0.076,2059.902,3826.45,metal
0.274,1.525,0.676,0.073,2123.686,4052.549,metal
0.279,2.16,0.658,0.071,2068.006,3970.723,metal
0.275,2.323,0.629,0.071,2115.441,4112.842,metal
0.28,2.924,0.678,0.074,2146.049,4211.895,metal
0.27,3.105,0.668,0.071,2190.014,4328.174,metal
0.277,-0.259,0.296,0.149,2659.522,4153.755,metal
0.278,-0.801,0.26,0.15,2704.884,4203.281,metal
0.275,-1.092,0.266,0.149,2706.93,4153.755,metal
0.277,-1.554,0.268,0.149,2739.25,4132.222,metal
0.274,-1.708,0.259,0.149,2700.426,4054.702,metal
0.277,-1.808,0.28,0.147,2656.58,3990.103,metal
0.264,-1.694,0.242,0.146,2675.825,3994.409,metal
0.273,-1.869,0.259,0.144,2680.617,3994.409,metal
0.273,-2.107,0.254,0.143,2593.876,3903.97,metal
0.273,-2.202,0.247,0.143,2694.372,4035.322,metal
0.269,-0.786,0.3,0.083,2313.668,4586.572,metal
0.26,-0.508,0.297,0.08,2296.793,4584.419,metal
0.271,-0.798,0.271,0.08,2350.564,4677.012,metal
0.269,-0.768,0.268,0.084,2306.684,4554.272,metal
0.274,-0.787,0.226,0.091,2431.05,4707.158,metal
0.28,-0.394,0.238,0.092,2416.346,4582.266,metal
0.272,-0.772,0.281,0.094,2431.16,4651.172,metal
0.265,-0.748,0.288,0.099,2502.827,4821.284,metal
0.271,-0.705,0.329,0.106,2578.338,5002.163,metal
0.271,-0.583,0.339,0.107,2505.879,4928.95,metal
0.241,-1.259,0.44,0.08,2141.59,4175.288,metal
0.237,-1.611,0.43,0.08,2176.712,4209.741,metal
0.23,-1.277,0.427,0.081,2124.571,4138.682,metal
0.233,-1.06,0.441,0.082,2171.272,4149.448,metal
0.232,-1.167,0.414,0.08,2118.413,4106.382,metal
0.233,-1.144,0.382,0.082,2123.39,4121.455,metal
0.241,-1.545,0.412,0.082,2136.662,4158.062,metal
0.243,-1.312,0.454,0.082,2084.837,4091.309,metal
0.224,-1.453,0.387,0.084,2089.395,4087.002,metal
0.235,-1.312,0.378,0.084,2114.547,4140.835,metal
0.272,1.531,0.546,0.097,2259.452,4455.22,metal
0.275,2.244,0.544,0.1,2298.846,4631.792,metal
0.262,2.115,0.541,0.1,2303.348,4638.252,metal
0.266,1.924,0.586,0.104,2376.368,4840.664,metal
0.269,2.461,0.616,0.109,2422.167,4898.804,metal
0.267,2.096,0.599,0.111,2508.079,5071.069,metal
0.264,1.825,0.594,0.111,2602.334,5219.648,metal
0.265,2.172,0.613,0.109,2625.259,5303.628,metal
0.273,2.003,0.578,0.111,2617.953,5299.321,metal
0.264,1.684,0.561,0.115,2658.069,5381.147,metal
0.248,0.372,0.442,0.122,2657.044,5165.815,metal
0.251,0.215,0.401,0.121,2677.101,5208.882,metal
0.255,0.218,0.393,0.121,2724.434,5275.635,metal
0.252,0.127,0.34,0.124,2745.189,5262.715,metal
0.251,-0.006,0.328,0.124,2718.715,5116.289,metal
0.254,-0.299,0.32,0.126,2718.992,5066.763,metal
0.247,0.175,0.315,0.125,2690.287,4972.017,metal
0.242,-0.215,0.298,0.125,2664.207,4913.877,metal
0.248,0.164,0.296,0.123,2658.236,4896.65,metal
0.251,-0.318,0.296,0.125,2667.626,4836.357,metal
0.276,5.981,0.735,0.05,2315.535,5497.427,metal
0.274,5.948,0.744,0.049,2327.854,5564.18,metal
0.269,6.378,0.721,0.042,2268.547,5460.82,metal
0.256,6.259,0.675,0.042,2313.94,5521.113,metal
0.244,5.819,0.711,0.051,2329.636,5473.74,metal
0.24,5.763,0.637,0.052,2368.954,5641.699,metal
0.25,5.904,0.638,0.049,2248.648,5413.447,metal
0.234,5.937,0.594,0.049,2256.351,5434.98,metal
0.237,5.765,0.611,0.05,2252.083,5469.434,metal
0.248,5.503,0.64,0.05,2212.016,5411.294,metal
0.28,-8.587,0.478,0.113,2698.209,5249.795,metal
0.267,-9.287,0.503,0.112,2677.468,5167.969,metal
0.267,-8.341,0.552,0.108,2602.99,5083.989,metal
0.27,-8.94,0.56,0.107,2608.574,5081.836,metal
0.268,-9.309,0.491,0.104,2601.312,5066.763,metal
0.267,-9.547,0.516,0.102,2557.214,4922.49,metal
0.27,-8.818,0.551,0.097,2440.967,4666.245,metal
0.269,-8.846,0.57,0.098,2449.713,4670.552,metal
0.281,-7.895,0.642,0.093,2468.921,4896.65,metal
0.28,-6.841,0.58,0.09,2476.422,4982.783,metal
0.286,-6.437,0.512,0.128,2777.689,5785.972,metal
0.286,-6.472,0.527,0.129,2762.492,5760.132,metal
0.288,-5.837,0.574,0.12,2706.25,5723.525,metal
0.286,-5.7,0.604,0.119,2693.428,5721.372,metal
0.288,-5.786,0.577,0.119,2722.543,5781.665,metal
0.283,-5.815,0.555,0.122,2723.819,5777.358,metal
0.279,-5.397,0.61,0.113,2648.178,5725.679,metal
0.277,-5.594,0.692,0.112,2643.954,5742.905,metal
0.268,-5.987,0.649,0.118,2822.879,6016.377,metal
0.261,-6.31,0.681,0.126,2997.837,6292.002,metal
0.274,4.354,0.689,0.131,2522.395,4534.893,metal
0.268,4.545,0.69,0.128,2510.859,4534.893,metal
0.267,4.729,0.717,0.132,2544.256,4603.799,metal
0.271,4.128,0.707,0.136,2564.225,4616.719,metal
0.254,4.088,0.704,0.134,2564.059,4627.485,metal
0.263,3.964,0.668,0.137,2620.809,4689.932,metal
0.275,3.259,0.672,0.143,2649.234,4711.465,metal
0.269,3.517,0.675,0.139,2630.944,4702.852,metal
0.268,3.926,0.647,0.139,2607.484,4692.085,metal
0.258,3.791,0.618,0.139,2645.497,4765.298,metal
0.214,6.362,0.381,0.073,2097.323,3910.43,metal
0.206,6.347,0.366,0.068,2029.467,3804.917,metal
0.2,6.574,0.356,0.063,2096.373,3998.716,metal
0.195,6.427,0.362,0.059,1967.007,3761.851,metal
0.202,6.018,0.333,0.054,1933.81,3755.391,metal
0.205,6.252,0.325,0.048,1953.728,3785.537,metal
0.203,6.725,0.301,0.044,1917.449,3779.077,metal
0.203,6.575,0.323,0.04,1886.66,3744.624,metal
0.196,6.033,0.309,0.038,1790.348,3636.958,metal
0.205,6.403,0.289,0.033,1841.445,3768.311,metal
0.259,-0.201,0.578,0.053,2181.19,4644.712,metal
0.241,-0.283,0.536,0.052,2232.732,4730.845,metal
0.245,-0.462,0.582,0.051,2242.277,4763.145,metal
0.249,-0.183,0.594,0.049,2193.811,4752.378,metal
0.255,0.18,0.575,0.048,2202.915,4797.598,metal
0.249,0.451,0.622,0.046,2216.377,4840.664,metal
0.249,0.333,0.613,0.045,2190.568,4773.911,metal
0.251,0.216,0.622,0.047,2150.755,4730.845,metal
0.266,0.4,0.629,0.05,2129.139,4649.019,metal
0.249,-0.042,0.626,0.047,2091.784,4545.659,metal
0.279,6.757,0.713,0.09,2387.344,5090.449,metal
0.278,6.758,0.663,0.091,2367.189,5028.003,metal
0.276,6.874,0.636,0.09,2346.638,4980.63,metal
0.273,6.681,0.708,0.087,2324.078,4896.65,metal
0.276,6.425,0.669,0.088,2340.341,4866.504,metal
0.272,6.384,0.662,0.087,2271.953,4689.932,metal
0.274,6.966,0.659,0.086,2305.813,4791.138,metal
0.277,6.983,0.668,0.088,2323.595,4825.591,metal
0.28,7.252,0.685,0.086,2281.868,4743.765,metal
0.275,7.875,0.722,0.08,2594.78,5658.926,metal
0.261,-6.468,0.326,0.043,2047.098,4132.222,metal
0.246,-6.226,0.341,0.047,2112.02,4205.435,metal
0.246,-7.113,0.362,0.045,2113.364,4211.895,metal
0.251,-6.239,0.367,0.052,2174.362,4239.888,metal
0.252,-7.056,0.399,0.052,2165.799,4235.581,metal
0.256,-6.64,0.398,0.058,2211.748,4252.808,metal
0.255,-7.658,0.42,0.062,2216.125,4239.888,metal
0.253,-7.211,0.435,0.069,2352.871,4369.087,metal
0.262,-6.914,0.483,0.074,2342.49,4343.247,metal
0.266,-6.941,0.467,0.08,2372.392,4373.394,metal
0.278,5.1,0.506,0.084,2384.158,4702.852,metal
0.273,5.391,0.485,0.085,2431.865,4793.291,metal
0.271,5.749,0.531,0.089,2445.107,4771.758,metal
0.272,6.012,0.516,0.094,2438.159,4765.298,metal
0.272,6.08,0.534,0.095,2443.288,4767.451,metal
0.268,6.328,0.58,0.098,2465.935,4810.518,metal
0.271,6.34,0.58,0.099,2452.625,4778.218,metal
0.273,5.879,0.573,0.106,2495.443,4808.364,metal
0.276,5.629,0.575,0.111,2559.239,4838.511,metal
0.276,5.231,0.518,0.112,2593.069,4842.817,metal
0.25,7.405,0.578,0.096,2891.227,5867.798,metal
0.246,7.623,0.582,0.104,2969.64,6044.37,metal
0.255,7.709,0.591,0.105,2962.371,6098.203,metal
0.267,7.314,0.604,0.111,3030.804,6246.782,metal
0.269,7.482,0.614,0.121,3156.512,6444.888,metal
0.27,7.382,0.665,0.127,3223.085,6533.174,metal
0.273,7.426,0.602,0.133,3298.823,6578.394,metal
0.27,7.124,0.56,0.132,3330.697,6642.993,metal
0.274,6.954,0.594,0.137,3335.372,6662.373,metal
0.272,7.25,0.58,0.138,3364.543,6819.565,metal
0.269,-2.66,0.528,0.12,2798.685,5443.594,metal
0.276,-2.996,0.534,0.116,2775.158,5378.994,metal
0.276,-2.988,0.528,0.113,2729.179,5318.701,metal
0.28,-2.037,0.533,0.109,2667.239,5223.955,metal
0.276,-1.692,0.496,0.108,2627.172,5111.982,metal
0.277,-2.531,0.478,0.106,2654.603,5120.596,metal
0.271,-2.023,0.454,0.105,2606.269,5012.93,metal
0.273,-1.772,0.464,0.105,2585.822,4978.477,metal
0.272,-2.463,0.479,0.105,2495.434,4819.131,metal
0.271,-3.487,0.487,0.107,2531.48,4797.598,metal
0.283,2.454,0.632,0.148,3217.675,6720.513,metal
0.284,2.327,0.64,0.146,3105.335,6457.808,metal
0.283,2.381,0.677,0.145,3102.356,6419.048,metal
0.287,2.081,0.622,0.147,3128.388,6436.274,metal
0.28,1.876,0.592,0.142,3097.044,6311.382,metal
0.274,2.321,0.63,0.138,2983.67,6083.13,metal
0.28,2.015,0.654,0.133,2966.773,5988.384,metal
0.28,2.242,0.679,0.129,2879.125,5882.871,metal
0.28,2.561,0.665,0.123,2844.979,5785.972,metal
0.273,2.682,0.636,0.114,2791.984,5658.926,metal
0.258,-7.665,0.375,0.116,2247.393,4110.688,metal
0.258,-6.638,0.377,0.116,2249.72,4117.148,metal
0.254,-6.478,0.357,0.118,2324.555,4179.595,metal
0.26,-7.812,0.339,0.12,2463.842,4442.3,metal
0.259,-6.753,0.345,0.119,2535.191,4687.778,metal
0.262,-5.118,0.405,0.121,2430.618,4608.105,metal
0.281,-5.791,0.433,0.121,2679.022,5139.976,metal
0.285,-4.734,0.528,0.118,2632.733,5174.429,metal
0.279,-5.172,0.522,0.115,2606.033,5142.129,metal
0.281,-5.449,0.513,0.113,2664.599,5275.635,metal
0.25,-0.069,0.327,0.09,1948.594,3949.189,metal
0.256,-0.399,0.301,0.089,1981.771,3983.643,metal
0.255,-0.617,0.287,0.09,1937.328,3942.729,metal
0.25,-0.351,0.305,0.088,1945.581,3962.109,metal
0.253,-0.47,0.307,0.089,1968.565,3940.576,metal
0.255,-0.509,0.331,0.09,1973.147,3983.643,metal
0.257,-0.441,0.328,0.089,1932.427,3942.729,metal
0.256,-0.75,0.323,0.087,1965.65,4011.636,metal
0.26,-0.773,0.293,0.089,1908.004,3927.656,metal
0.25,-0.538,0.283,0.089,2012.852,4089.155,metal
0.251,3.403,0.425,0.075,2252.585,4599.492,metal
0.238,3.004,0.461,0.078,2242.017,4556.426,metal
0.248,3.331,0.467,0.076,2241.593,4586.572,metal
0.267,3.004,0.475,0.077,2195.79,4448.76,metal
0.269,3.51,0.489,0.083,2231.378,4478.906,metal
0.258,3.107,0.542,0.084,2225.597,4429.38,metal
0.257,3.037,0.476,0.086,2208.703,4362.627,metal
0.264,3.611,0.453,0.086,2228.004,4384.16,metal
0.273,3.197,0.449,0.09,2183.762,4300.181,metal
0.27,3.668,0.444,0.091,2210.781,4338.94,metal
0.273,6.621,0.55,0.119,2695.927,5223.955,metal
